OrderDetailID,OrderID,ProductName,Quantity,Price
OD4693,O2805,Mouse,3,4504
OD4694,O5970,Clothes,3,19602
OD4695,O4823,Clothes,1,12052
OD4696,O5851,Mouse,3,2915
OD4697,O2802,TV,4,16774
OD4698,O6728,Earphones,3,18682
OD4699,O4174,Shoes,1,6716
OD4700,O3092,Laptop,3,3940
OD4701,O6495,Laptop,2,2849
OD4702,O6773,Laptop,2,1062
OD4703,O6335,Mobile,2,9188
OD4704,O3218,Earphones,1,14885
OD4705,O6902,Shoes,4,7340
OD4706,O4886,AC,2,876
OD4707,O4389,Laptop,2,4590
OD4708,O5870,Keyboard,2,16892
OD4709,O6464,Earphones,2,9382
OD4710,O4963,Mouse,4,11800
OD4711,O6756,AC,2,19651
OD4712,O5231,Earphones,1,2634
OD4713,O5790,Mobile,4,13569
OD4714,O6036,Keyboard,4,3121
OD4715,O4436,Keyboard,4,6590
OD4716,O3757,Earphones,4,10730
OD4717,O4629,Earphones,3,17853
OD4718,O2466,Mouse,1,5345
OD4719,O4271,Mobile,3,13422
OD4720,O3647,Clothes,4,5162
OD4721,O6686,Mobile,4,7572
OD4722,O3591,Keyboard,4,9452
OD4723,O6952,Charger,3,12241
OD4724,O3476,Washing Machine,4,12464
OD4725,O4598,Charger,2,7414
OD4726,O2548,Mouse,4,2417
OD4727,O4245,Shoes,4,13134
OD4728,O5971,AC,2,18256
OD4729,O2913,Charger,2,13310
OD4730,O6492,Clothes,3,13773
OD4731,O6507,Earphones,4,13215
OD4732,O3269,Charger,2,4063
OD4733,O4820,Mouse,4,3616
OD4734,O6672,Charger,4,13234
OD4735,O3025,TV,3,13815
OD4736,O6330,Washing Machine,4,15171
OD4737,O2795,Earphones,3,15398
OD4738,O3163,Earphones,1,13280
OD4739,O4751,Washing Machine,1,17077
OD4740,O6654,Clothes,2,4209
OD4741,O2536,Washing Machine,1,14548
OD4742,O3464,Shoes,4,17103
OD4743,O5646,AC,4,3923
OD4744,O3693,Mobile,1,10341
OD4745,O4580,Keyboard,2,2029
OD4746,O5713,Clothes,2,8449
OD4747,O5172,Shoes,3,10405
OD4748,O4961,Clothes,4,10015
OD4749,O4715,Washing Machine,2,5054
OD4750,O6553,Clothes,1,1978
OD4751,O3240,Charger,3,14362
OD4752,O5056,Charger,4,19747
OD4753,O2575,Charger,1,14586
OD4754,O6904,Keyboard,2,7355
OD4755,O3288,Washing Machine,2,3360
OD4756,O5356,Charger,2,6357
OD4757,O2413,AC,1,17298
OD4758,O6138,Charger,2,4575
OD4759,O2281,Laptop,1,17780
OD4760,O5434,Keyboard,4,15752
OD4761,O2219,TV,2,16530
OD4762,O6714,Laptop,1,9632
OD4763,O6737,Laptop,1,15306
OD4764,O3804,AC,2,5794
OD4765,O3787,Mobile,2,14412
OD4766,O3365,Mouse,3,5960
OD4767,O6059,AC,1,19732
OD4768,O3735,Earphones,2,15656
OD4769,O6135,Earphones,1,14576
OD4770,O6006,Earphones,1,8736
OD4771,O4464,Mobile,1,5931
OD4772,O6979,Charger,3,19268
OD4773,O6440,Keyboard,4,4171
OD4774,O3114,Keyboard,2,6409
OD4775,O6365,Washing Machine,2,15489
OD4776,O5758,AC,3,2801
OD4777,O6377,Clothes,1,5677
OD4778,O4399,Mouse,4,2517
OD4779,O6058,Mouse,2,18680
OD4780,O4490,Charger,1,5714
OD4781,O3671,AC,1,3989
OD4782,O2070,Laptop,4,1000
OD4783,O6139,Earphones,2,11724
OD4784,O4198,Mouse,3,13420
OD4785,O3197,Mouse,2,18534
OD4786,O2087,TV,2,5055
OD4787,O4645,Earphones,2,17892
OD4788,O2202,Washing Machine,4,12511
OD4789,O3552,Mobile,3,16533
OD4790,O6271,Charger,1,10637
OD4791,O6316,Mobile,3,8396
OD4792,O4089,Mobile,4,1778
OD4793,O5037,Laptop,4,12888
OD4794,O3473,AC,4,17947
OD4795,O2678,Mobile,4,10598
OD4796,O6452,Washing Machine,1,8416
OD4797,O4466,Mouse,2,2451
OD4798,O2777,Keyboard,1,10477
OD4799,O2138,AC,2,17300
OD4800,O2121,Washing Machine,3,13634
OD4801,O6234,Keyboard,3,992
OD4802,O3189,Laptop,4,3373
OD4803,O3691,AC,1,15125
OD4804,O3828,Clothes,1,7367
OD4805,O3682,Mouse,3,16421
OD4806,O6523,Mobile,2,4854
OD4807,O5005,Keyboard,1,12249
OD4808,O3948,TV,4,398
OD4809,O6257,TV,1,7224
OD4810,O4762,Keyboard,2,9906
OD4811,O5664,Washing Machine,2,14167
OD4812,O4738,TV,2,5737
OD4813,O3181,Keyboard,2,9406
OD4814,O3488,Charger,4,18314
OD4815,O4507,Laptop,4,3368
OD4816,O6943,Laptop,3,15734
OD4817,O3022,Laptop,4,19564
OD4818,O2978,Charger,1,8002
OD4819,O5062,Mouse,1,6519
OD4820,O2394,Mouse,4,18042
OD4821,O2366,Laptop,2,16462
OD4822,O6545,Earphones,4,11514
OD4823,O3086,Clothes,3,4391
OD4824,O6915,Earphones,2,18662
OD4825,O4259,Charger,1,9457
OD4826,O3020,Charger,2,18881
OD4827,O3242,TV,1,3447
OD4828,O3513,Keyboard,4,18176
OD4829,O4025,Mouse,1,10802
OD4830,O3408,AC,1,7367
OD4831,O5521,Mouse,1,18944
OD4832,O6995,Keyboard,4,2999
OD4833,O2225,Keyboard,3,19180
OD4834,O2006,Shoes,2,6630
OD4835,O4259,Washing Machine,2,4419
OD4836,O3529,Charger,4,4673
OD4837,O2630,Clothes,3,15111
OD4838,O4231,Laptop,2,11311
OD4839,O3772,Earphones,1,5129
OD4840,O3607,AC,2,8787
OD4841,O6140,Mobile,1,11965
OD4842,O3327,Laptop,2,11276
OD4843,O5522,Mobile,1,15375
OD4844,O4752,Clothes,2,12785
OD4845,O5268,AC,3,8170
OD4846,O4571,Laptop,3,15745
OD4847,O3680,Earphones,2,16055
OD4848,O2456,Shoes,2,6677
OD4849,O2858,AC,1,6078
OD4850,O5385,AC,3,16043
OD4851,O2893,Shoes,1,2081
OD4852,O4726,Clothes,2,17085
OD4853,O4114,TV,4,4088
OD4854,O6670,Mobile,3,11351
OD4855,O6023,Earphones,3,7873
OD4856,O6804,Laptop,1,16490
OD4857,O3704,Mouse,3,3999
OD4858,O2953,AC,4,4159
OD4859,O2403,Mouse,1,5317
OD4860,O5052,Mouse,4,8164
OD4861,O6708,Clothes,4,19845
OD4862,O6067,Mobile,1,7040
OD4863,O3721,Mouse,1,4867
OD4864,O4824,Shoes,1,3571
OD4865,O5505,Mobile,4,16284
OD4866,O3769,Mouse,2,18361
OD4867,O2690,Mobile,2,533
OD4868,O4345,Clothes,1,17889
OD4869,O4789,Mouse,3,8314
OD4870,O3526,AC,4,19311
OD4871,O3586,Charger,1,9990
OD4872,O5592,Clothes,1,18168
OD4873,O5109,Earphones,3,18458
OD4874,O6068,TV,3,17339
OD4875,O5530,AC,3,15711
OD4876,O6080,Keyboard,2,10216
OD4877,O3080,Keyboard,3,9508
OD4878,O2322,Mobile,4,2685
OD4879,O5610,Mobile,4,1188
OD4880,O5948,Mouse,3,12868
OD4881,O3822,Laptop,1,3132
OD4882,O6650,Mouse,2,8721
OD4883,O3709,Earphones,1,2288
OD4884,O2081,TV,1,5855
OD4885,O4699,Clothes,3,18071
OD4886,O4264,Mouse,4,9302
OD4887,O6334,Washing Machine,4,16808
OD4888,O6956,Clothes,4,12235
OD4889,O2148,Mobile,4,12673
OD4890,O5185,AC,3,864
OD4891,O6179,Washing Machine,1,5285
OD4892,O4562,Charger,2,19292
OD4893,O3803,Charger,2,5035
OD4894,O6614,Mobile,2,13878
OD4895,O4671,Mobile,3,7172
OD4896,O5173,Mouse,3,19491
OD4897,O4872,Washing Machine,1,3204
OD4898,O6313,Washing Machine,4,15308
OD4899,O6738,Clothes,2,515
OD4900,O3268,Earphones,4,2655
OD4901,O4311,Shoes,2,16501
OD4902,O6067,Keyboard,3,2570
OD4903,O5332,Mobile,4,16700
OD4904,O5230,Mobile,4,13230
OD4905,O6923,Earphones,3,8813
OD4906,O3870,Shoes,3,3406
OD4907,O2634,Clothes,3,12297
OD4908,O2127,Clothes,4,5403
OD4909,O6859,TV,4,6521
OD4910,O4086,Charger,2,8926
OD4911,O2228,AC,3,17570
OD4912,O3543,AC,2,7853
OD4913,O5751,Laptop,1,7286
OD4914,O5821,Keyboard,4,3788
OD4915,O2682,Keyboard,2,3663
OD4916,O5610,Shoes,2,2287
OD4917,O2822,Clothes,3,6597
OD4918,O2746,Keyboard,1,17193
OD4919,O3833,TV,4,16331
OD4920,O6993,Keyboard,4,1853
OD4921,O4702,Mobile,1,3319
OD4922,O2819,Clothes,3,17763
OD4923,O5697,AC,1,10707
OD4924,O6774,AC,1,9608
OD4925,O5992,TV,3,18095
OD4926,O5912,Keyboard,4,6014
OD4927,O5890,Clothes,4,10841
OD4928,O3434,Clothes,1,1706
OD4929,O5019,AC,1,4506
OD4930,O3838,Clothes,2,295
OD4931,O5793,TV,4,18824
OD4932,O2512,Laptop,4,1184
OD4933,O6063,Earphones,4,6504
OD4934,O6442,Washing Machine,1,19497
OD4935,O5478,AC,1,4181
OD4936,O4860,Mouse,1,13855
OD4937,O6550,Mobile,4,6520
OD4938,O4184,Shoes,1,18838
OD4939,O6627,Mouse,4,3227
OD4940,O6964,Clothes,3,8174
OD4941,O3593,TV,3,12141
OD4942,O5704,Clothes,2,12563
OD4943,O4900,Washing Machine,4,1045
OD4944,O3639,AC,3,10155
OD4945,O5346,Mouse,1,3527
OD4946,O6947,Charger,3,17649
OD4947,O4189,TV,4,12889
OD4948,O3310,Charger,2,2024
OD4949,O3888,Earphones,1,19882
OD4950,O4105,Mouse,1,3377
OD4951,O2128,Washing Machine,2,15727
OD4952,O2141,Mobile,2,16203
OD4953,O2935,TV,1,5186
OD4954,O3241,Washing Machine,2,17577
OD4955,O2131,Earphones,4,12810
OD4956,O2705,Laptop,2,1566
OD4957,O2243,Mouse,4,16945
OD4958,O4615,Washing Machine,3,17445
OD4959,O5646,Clothes,1,14473
OD4960,O5051,Shoes,2,16217
OD4961,O3095,Clothes,4,6341
OD4962,O6553,Mobile,3,3687
OD4963,O2281,TV,1,5777
OD4964,O5705,Keyboard,4,4251
OD4965,O5283,Clothes,2,10468
OD4966,O6396,Mouse,1,1489
OD4967,O6470,Keyboard,3,16533
OD4968,O2145,TV,3,13399
OD4969,O5631,Mouse,2,1677
OD4970,O5040,TV,2,11869
OD4971,O4878,Mouse,3,4669
OD4972,O6174,Mobile,4,15153
OD4973,O6363,Mobile,3,3502
OD4974,O3021,AC,1,1847
OD4975,O2465,Mouse,3,8113
OD4976,O3887,Laptop,4,9620
OD4977,O2995,Laptop,2,11743
OD4978,O6653,Mobile,2,1271
OD4979,O5196,Keyboard,2,6688
OD4980,O4426,Charger,2,7219
OD4981,O2800,TV,1,19906
OD4982,O6765,Mouse,2,9752
OD4983,O2575,Mouse,4,1694
OD4984,O4064,Clothes,4,12940
OD4985,O6855,AC,1,13054
OD4986,O6291,Washing Machine,2,4084
OD4987,O3947,Washing Machine,4,9915
OD4988,O5014,Mouse,2,17413
OD4989,O6398,TV,3,7222
OD4990,O4976,Laptop,1,1532
OD4991,O2062,Mobile,3,11542
OD4992,O4248,AC,3,12550
OD4993,O3757,Mouse,1,4309
OD4994,O3018,AC,1,16100
OD4995,O6187,AC,4,812
OD4996,O2910,Earphones,1,4221
OD4997,O4096,Charger,1,12538
OD4998,O2701,TV,3,13582
OD4999,O5875,Earphones,4,15957
OD5000,O4494,Mouse,3,11096
OD5001,O4534,Keyboard,1,7689
OD5002,O6874,Clothes,3,8090
OD5003,O6377,Clothes,4,15136
OD5004,O5122,Mouse,3,4193
OD5005,O2971,Washing Machine,1,4409
OD5006,O3520,Mouse,2,11484
OD5007,O3788,Earphones,1,1951
OD5008,O6810,Washing Machine,4,2213
OD5009,O4712,Shoes,2,11922
OD5010,O5060,Mouse,1,18702
OD5011,O2921,Keyboard,4,11178
OD5012,O3518,Keyboard,2,10475
OD5013,O5616,Shoes,2,18332
OD5014,O4933,AC,2,475
OD5015,O3826,Keyboard,4,5810
OD5016,O5494,Washing Machine,3,16117
OD5017,O4825,Keyboard,3,3951
OD5018,O5738,TV,3,6502
OD5019,O3243,Clothes,1,19412
OD5020,O3892,AC,2,5364
OD5021,O3786,Laptop,3,8943
OD5022,O3862,Mouse,4,4764
OD5023,O6463,Earphones,4,8038
OD5024,O3048,Washing Machine,2,12455
OD5025,O6036,TV,2,15686
OD5026,O2519,Laptop,1,11549
OD5027,O5477,TV,3,9389
OD5028,O6586,Earphones,3,8274
OD5029,O6030,Keyboard,4,14252
OD5030,O6158,Laptop,2,16995
OD5031,O6091,Keyboard,1,4939
OD5032,O4831,AC,3,14219
OD5033,O5138,Keyboard,2,12249
OD5034,O2188,Shoes,3,2642
OD5035,O5256,Shoes,1,12141
OD5036,O4520,Laptop,4,14634
OD5037,O3853,Laptop,3,1790
OD5038,O4346,Earphones,4,13435
OD5039,O2781,Keyboard,1,9272
OD5040,O5934,Earphones,4,9303
OD5041,O5352,Earphones,2,18816
OD5042,O3125,Shoes,2,3653
OD5043,O5853,AC,3,18037
OD5044,O3796,Mobile,3,9370
OD5045,O2159,Earphones,4,4913
OD5046,O2475,Mobile,4,6228
OD5047,O6897,Mobile,4,5407
OD5048,O5018,Clothes,4,15217
OD5049,O3866,AC,3,17310
OD5050,O6801,Laptop,3,1019
OD5051,O2784,Mouse,3,19865
OD5052,O6666,Clothes,1,6260
OD5053,O4883,TV,4,5672
OD5054,O2950,AC,2,6280
OD5055,O6637,AC,2,11810
OD5056,O5252,Laptop,4,9187
OD5057,O3198,Charger,1,18700
OD5058,O2499,Washing Machine,2,1158
OD5059,O5379,Shoes,3,2864
OD5060,O5952,TV,1,19841
OD5061,O3391,TV,2,13965
OD5062,O4523,Laptop,4,3936
OD5063,O4193,TV,3,9024
OD5064,O5350,Clothes,3,15595
OD5065,O3219,AC,3,2072
OD5066,O4302,Mobile,3,11298
OD5067,O6626,AC,2,9974
OD5068,O2445,Washing Machine,1,4498
OD5069,O6738,Earphones,3,16805
OD5070,O2032,Mouse,4,460
OD5071,O4634,Shoes,4,10583
OD5072,O2725,AC,3,1036
OD5073,O5395,Mobile,3,2156
OD5074,O3418,Earphones,4,12149
OD5075,O2882,Laptop,4,19015
OD5076,O4769,Laptop,3,3112
OD5077,O2349,AC,2,12290
OD5078,O4197,Mouse,1,4467
OD5079,O4817,Clothes,4,857
OD5080,O4005,Keyboard,1,9043
OD5081,O2061,Shoes,2,2532
OD5082,O3144,Shoes,1,1171
OD5083,O5161,Mobile,2,15775
OD5084,O4671,Washing Machine,3,6059
OD5085,O3157,AC,4,7628
OD5086,O4119,AC,4,13793
OD5087,O4343,AC,3,8508
OD5088,O5238,Clothes,3,15093
OD5089,O4161,Clothes,1,17178
OD5090,O4635,Charger,3,17351
OD5091,O4523,Clothes,1,854
OD5092,O2512,Washing Machine,4,228
OD5093,O4393,Mouse,3,9490
OD5094,O4248,Mobile,1,15756
OD5095,O5305,Laptop,2,932
OD5096,O3681,Mouse,2,18057
OD5097,O3275,TV,1,18948
OD5098,O4816,TV,3,9584
OD5099,O6833,Washing Machine,4,15702
OD5100,O5831,Washing Machine,2,4339
OD5101,O4810,Washing Machine,4,19112
OD5102,O2406,Mouse,4,11174
OD5103,O5679,Earphones,1,4916
OD5104,O4090,Laptop,4,5055
OD5105,O6842,Clothes,1,13596
OD5106,O4888,Charger,1,13052
OD5107,O6932,Earphones,4,5700
OD5108,O6707,AC,1,11367
OD5109,O3346,Laptop,1,19699
OD5110,O3820,Earphones,1,19368
OD5111,O4690,TV,3,9640
OD5112,O4478,Laptop,4,17836
OD5113,O2375,Washing Machine,1,2893
OD5114,O3586,Laptop,4,16261
OD5115,O4529,Charger,3,3235
OD5116,O3499,TV,4,6067
OD5117,O6641,Shoes,1,15726
OD5118,O4369,Charger,3,4906
OD5119,O4487,Clothes,4,598
OD5120,O6670,Mobile,1,523
OD5121,O3290,TV,3,16710
OD5122,O3967,Laptop,1,17652
OD5123,O6326,Mobile,2,15514
OD5124,O3044,Mobile,4,429
OD5125,O2907,Laptop,4,4831
OD5126,O6229,Earphones,3,19493
OD5127,O2108,TV,3,1958
OD5128,O6138,Charger,1,10741
OD5129,O5465,Washing Machine,1,3539
OD5130,O5240,TV,3,8390
OD5131,O3204,Laptop,4,16741
OD5132,O5656,Mobile,1,13085
OD5133,O6525,Shoes,2,8057
OD5134,O3339,Shoes,1,16013
OD5135,O3422,TV,3,19973
OD5136,O5831,Mouse,3,9787
OD5137,O3853,Laptop,2,5931
OD5138,O6819,TV,2,14773
OD5139,O3566,TV,2,8765
OD5140,O2986,TV,2,16957
OD5141,O5247,Clothes,4,5453
OD5142,O4931,Shoes,4,939
OD5143,O3641,Earphones,1,2079
OD5144,O5035,Washing Machine,2,15632
OD5145,O4208,Washing Machine,1,7829
OD5146,O6514,Earphones,1,10990
OD5147,O3701,Charger,1,18814
OD5148,O2966,Charger,2,6337
OD5149,O2531,Mouse,1,14492
OD5150,O4589,Earphones,1,756
OD5151,O2846,Mobile,3,15228
OD5152,O6033,Laptop,2,4799
OD5153,O4167,TV,2,11628
OD5154,O5506,Laptop,4,14619
OD5155,O5045,Charger,2,6486
OD5156,O4528,TV,3,5301
OD5157,O5191,Washing Machine,4,15823
OD5158,O4158,AC,4,15932
OD5159,O2313,Mobile,4,16824
OD5160,O5818,TV,3,5057
OD5161,O4114,Clothes,4,3280
OD5162,O6546,TV,3,17529
OD5163,O3470,TV,2,4580
OD5164,O2278,AC,1,5075
OD5165,O5309,Earphones,3,12625
OD5166,O3090,Mouse,1,9299
OD5167,O5509,Mobile,1,1993
OD5168,O2563,Washing Machine,3,6089
OD5169,O3887,Laptop,3,599
OD5170,O4784,Keyboard,3,1659
OD5171,O2341,Keyboard,4,5634
OD5172,O2639,Laptop,2,10165
OD5173,O5198,Clothes,2,4647
OD5174,O2775,TV,2,15021
OD5175,O5041,Keyboard,2,2321
OD5176,O2754,Clothes,4,5396
OD5177,O2045,TV,4,19616
OD5178,O6840,Charger,4,3296
OD5179,O4200,Keyboard,4,10659
OD5180,O2233,TV,1,18683
OD5181,O4067,Mouse,2,9793
OD5182,O4637,Mobile,1,11128
OD5183,O4152,Charger,3,4583
OD5184,O4601,Laptop,3,8402
OD5185,O2986,Charger,2,11696
OD5186,O2528,Keyboard,3,19774
OD5187,O4100,Washing Machine,1,15813
OD5188,O4252,Keyboard,3,15598
OD5189,O4766,Mouse,1,8582
OD5190,O3313,Earphones,1,7082
OD5191,O2484,Laptop,4,13420
OD5192,O6835,Washing Machine,3,9475
OD5193,O6591,Washing Machine,2,17964
OD5194,O4415,Mouse,4,17968
OD5195,O5646,Shoes,2,1305
OD5196,O6202,Laptop,1,8347
OD5197,O4370,Mouse,1,3833
OD5198,O6186,Shoes,4,18968
OD5199,O3741,Mouse,2,18438
OD5200,O2605,TV,2,4135
OD5201,O5796,Earphones,4,2017
OD5202,O3841,AC,3,7834
OD5203,O2110,Mobile,4,11684
OD5204,O4697,Earphones,3,9364
OD5205,O4502,Laptop,2,6618
OD5206,O5974,Mobile,4,17573
OD5207,O5989,Mouse,2,15154
OD5208,O4498,TV,4,17960
OD5209,O5050,Earphones,4,18871
OD5210,O4959,Washing Machine,1,15604
OD5211,O2978,Charger,2,13570
OD5212,O6416,Laptop,4,13671
OD5213,O3412,Mouse,1,10107
OD5214,O3286,Mobile,2,11417
OD5215,O4390,Mouse,2,17084
OD5216,O3876,TV,4,3663
OD5217,O3021,Mouse,3,6514
OD5218,O3009,TV,3,7245
OD5219,O2582,Laptop,1,18500
OD5220,O2283,TV,1,247
OD5221,O2355,AC,3,17914
OD5222,O5611,Earphones,1,10998
OD5223,O4495,Shoes,2,11634
OD5224,O3010,Washing Machine,3,6015
OD5225,O2279,Earphones,2,13987
OD5226,O2843,Shoes,3,2937
OD5227,O2641,Clothes,1,3603
OD5228,O2772,Laptop,3,3568
OD5229,O4683,Washing Machine,3,19087
OD5230,O3329,Shoes,1,17041
OD5231,O2022,Shoes,3,5284
OD5232,O4365,TV,1,17669
OD5233,O3777,Charger,1,16591
OD5234,O6519,Mouse,2,9467
OD5235,O4994,Charger,1,4463
OD5236,O5826,Mobile,4,18447
OD5237,O3425,Laptop,1,4809
OD5238,O5559,Shoes,2,11608
OD5239,O2783,Mouse,3,11196
OD5240,O4048,Mouse,4,7359
OD5241,O4094,Clothes,4,16847
OD5242,O2989,Charger,1,18550
OD5243,O3673,Washing Machine,1,8690
OD5244,O6839,Earphones,2,12383
OD5245,O4471,Mouse,1,16473
OD5246,O2282,Washing Machine,2,19794
OD5247,O2431,Clothes,3,3313
OD5248,O4777,Charger,4,18848
OD5249,O2798,Washing Machine,1,10449
OD5250,O5851,TV,1,3026
OD5251,O5244,Earphones,3,7062
OD5252,O5263,Charger,3,19670
OD5253,O5278,Shoes,4,2785
OD5254,O5667,Keyboard,3,19909
OD5255,O6385,TV,1,18134
OD5256,O5206,AC,1,2606
OD5257,O4347,Keyboard,4,3261
OD5258,O2734,AC,3,3925
OD5259,O3235,Shoes,2,17053
OD5260,O3316,TV,2,8680
OD5261,O4293,Shoes,4,13448
OD5262,O2126,Charger,2,6392
OD5263,O5722,Mobile,1,6143
OD5264,O3286,Clothes,2,19230
OD5265,O2027,Earphones,2,4149
OD5266,O5751,Washing Machine,2,17736
OD5267,O3860,TV,1,1945
OD5268,O4843,Washing Machine,4,5249
OD5269,O2465,Laptop,1,5153
OD5270,O4787,Mouse,3,14799
OD5271,O3414,Mouse,3,5343
OD5272,O3638,Washing Machine,4,14781
OD5273,O2966,Laptop,1,14663
OD5274,O3025,Earphones,3,323
OD5275,O3475,Mouse,2,13218
OD5276,O4491,Shoes,1,19377
OD5277,O2192,Charger,3,7533
OD5278,O2955,Clothes,3,17520
OD5279,O3181,Washing Machine,1,3470
OD5280,O5991,Earphones,2,3378
OD5281,O5022,Washing Machine,1,3355
OD5282,O6008,Mobile,3,4589
OD5283,O3427,Clothes,1,6496
OD5284,O3882,Shoes,2,8454
OD5285,O3455,Laptop,3,1604
OD5286,O5546,TV,3,17592
OD5287,O3071,Mouse,1,6449
OD5288,O4283,Mobile,2,4514
OD5289,O4858,Mouse,4,678
OD5290,O2881,Earphones,4,12767
OD5291,O3030,Mobile,3,5345
OD5292,O3620,Charger,3,4507
OD5293,O2104,Mouse,4,9082
OD5294,O3911,Charger,2,16667
OD5295,O6892,Washing Machine,1,1630
OD5296,O5215,AC,2,13880
OD5297,O6585,Charger,2,14167
OD5298,O2716,Earphones,2,8606
OD5299,O5755,Washing Machine,2,8743
OD5300,O6318,AC,2,3372
OD5301,O3593,Mouse,3,15866
OD5302,O5797,Laptop,1,11249
OD5303,O4938,Charger,1,2483
OD5304,O4659,Mobile,4,8855
OD5305,O4471,Mouse,2,19539
OD5306,O4828,Shoes,2,4172
OD5307,O4634,TV,3,14690
OD5308,O3504,Earphones,1,19054
OD5309,O4575,Laptop,1,17403
OD5310,O4301,Charger,3,14814
OD5311,O5277,Washing Machine,3,1714
OD5312,O4381,Laptop,4,3078
OD5313,O2277,Washing Machine,2,1298
OD5314,O5875,Keyboard,2,2365
OD5315,O6337,Mobile,2,19482
OD5316,O3247,Earphones,3,9791
OD5317,O4639,TV,2,13180
OD5318,O5647,Laptop,4,14839
OD5319,O4880,Laptop,1,14582
OD5320,O6245,Earphones,3,5984
OD5321,O2130,Charger,2,17494
OD5322,O2925,Keyboard,4,18298
OD5323,O4944,Charger,4,8061
OD5324,O4768,Charger,3,18630
OD5325,O3117,Shoes,1,17248
OD5326,O3462,Shoes,4,3233
OD5327,O2796,Mobile,3,3789
OD5328,O2699,TV,2,17589
OD5329,O6258,Mobile,2,7332
OD5330,O4330,Mobile,1,19310
OD5331,O6127,Shoes,2,11781
OD5332,O4460,Mobile,1,5534
OD5333,O6188,Mobile,3,3561
OD5334,O4716,AC,4,9807
OD5335,O6303,Shoes,2,10073
OD5336,O4920,Mobile,1,8826
OD5337,O5558,Mouse,3,17567
OD5338,O3143,Mobile,1,10031
OD5339,O2040,Mobile,1,6706
OD5340,O4640,TV,4,9415
OD5341,O6397,AC,4,5189
OD5342,O5385,TV,4,17727
OD5343,O4576,Mobile,3,2010
OD5344,O4720,Earphones,4,5518
OD5345,O2090,Mouse,4,19820
OD5346,O6660,TV,2,8008
OD5347,O4707,Clothes,1,10660
OD5348,O4167,TV,1,3637
OD5349,O5996,Washing Machine,3,17538
OD5350,O2646,Shoes,3,17595
OD5351,O3805,Mobile,3,2505
OD5352,O2654,Keyboard,2,13058
OD5353,O4807,Washing Machine,1,14363
OD5354,O6146,Mouse,4,1609
OD5355,O2855,Washing Machine,1,10517
OD5356,O3202,AC,4,1303
OD5357,O4587,Earphones,4,10515
OD5358,O4817,Keyboard,4,10368
OD5359,O3856,Earphones,4,15377
OD5360,O2722,TV,2,14844
OD5361,O5123,TV,2,11289
OD5362,O3335,Charger,2,12387
OD5363,O6797,Keyboard,3,13561
OD5364,O4180,Charger,2,8991
OD5365,O5345,Laptop,3,18964
OD5366,O2689,Earphones,1,7710
OD5367,O2312,Earphones,3,12192
OD5368,O5162,Clothes,2,17538
OD5369,O3778,AC,3,723
OD5370,O3441,AC,1,332
OD5371,O3811,Earphones,4,10168
OD5372,O6151,Earphones,3,3372
OD5373,O3072,AC,2,18581
OD5374,O4141,Mobile,4,4573
OD5375,O4349,Clothes,2,19621
OD5376,O2529,Mobile,1,13629
OD5377,O5473,Shoes,1,10176
OD5378,O6585,Washing Machine,1,817
OD5379,O3527,Mouse,3,7387
OD5380,O6334,Keyboard,3,17111
OD5381,O4885,Shoes,3,8502
OD5382,O2472,TV,3,8078
OD5383,O3620,Shoes,4,10085
OD5384,O4949,Shoes,1,2721
OD5385,O2516,TV,1,6503
OD5386,O3801,Charger,1,5991
OD5387,O3265,AC,4,1693
OD5388,O2386,Earphones,1,583
OD5389,O2100,Keyboard,3,5715
OD5390,O2388,Clothes,2,1464
OD5391,O4575,Shoes,4,8882
OD5392,O3130,Washing Machine,4,2520
OD5393,O3470,Shoes,4,14050
OD5394,O3294,Washing Machine,4,19081
OD5395,O6297,Mouse,1,711
OD5396,O3475,Charger,2,15488
OD5397,O6995,TV,2,14233
OD5398,O3301,TV,1,3022
OD5399,O4264,Keyboard,2,17115
OD5400,O5750,Clothes,3,2489
OD5401,O3094,AC,2,19111
OD5402,O4423,Mobile,2,1446
OD5403,O4939,Washing Machine,1,14757
OD5404,O2486,Mobile,2,8670
OD5405,O4940,TV,2,12201
OD5406,O3353,Washing Machine,3,8215
OD5407,O2452,Mouse,3,9963
OD5408,O6907,Keyboard,1,10165
OD5409,O6161,Mobile,3,6967
OD5410,O4649,Clothes,4,5148
OD5411,O2719,Washing Machine,4,8848
OD5412,O2962,Charger,3,19740
OD5413,O3971,Mouse,2,1992
OD5414,O4171,Mouse,3,5931
OD5415,O3261,Mouse,3,11448
OD5416,O3714,Mobile,3,5386
OD5417,O2724,Charger,2,9904
OD5418,O5431,Washing Machine,1,1522
OD5419,O5167,Clothes,1,7833
OD5420,O2404,Laptop,2,15033
OD5421,O6097,Washing Machine,4,11123
OD5422,O2482,Keyboard,1,3784
OD5423,O2933,Mobile,3,11415
OD5424,O6694,Mobile,2,17290
OD5425,O5422,AC,3,19981
OD5426,O2269,Washing Machine,3,9078
OD5427,O4779,Keyboard,2,18692
OD5428,O6343,Charger,1,407
OD5429,O5055,Mouse,1,5357
OD5430,O2622,Mouse,4,6205
OD5431,O2564,TV,3,19062
OD5432,O5487,Shoes,1,8790
OD5433,O5915,Charger,4,1544
OD5434,O4479,Shoes,4,7236
OD5435,O3362,Mouse,3,12240
OD5436,O5423,Earphones,1,7579
